frame,time_s,Kc,Kh,target_speed,target_heading_deg,heading_error_deg,heading_correction,error_L,error_R,command_L,command_R,left_speed,right_speed,v,w,theta_deg,x,y
6417,102.672,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,835.19,25.23
6420,102.72,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,838.43,25.35
6423,102.768,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,841.68,25.48
6426,102.816,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,844.93,25.6
6429,102.864,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,848.18,25.73
6432,102.912,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,851.42,25.85
6435,102.96,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,854.67,25.98
6438,103.008,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,857.92,26.1
6441,103.056,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,861.16,26.23
6444,103.104,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,864.41,26.35
6447,103.152,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,867.66,26.48
6450,103.2,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,870.9,26.6
6453,103.248,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,874.15,26.73
6456,103.296,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,877.4,26.85
6459,103.344,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,880.64,26.98
6462,103.392,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,883.89,27.1
6465,103.44,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,887.14,27.23
6468,103.488,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,890.38,27.35
6471,103.536,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,893.63,27.48
6474,103.584,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,896.88,27.6
6477,103.632,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,0.12,27.73
6480,103.68,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,3.37,27.85
6483,103.728,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,6.62,27.98
6486,103.776,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,9.86,28.1
6489,103.824,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,13.11,28.23
6492,103.872,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,16.36,28.35
6495,103.92,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,19.61,28.48
6498,103.968,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,22.85,28.6
6501,104.016,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,26.1,28.73
6504,104.064,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,29.35,28.85
6507,104.112,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,32.59,28.98
6510,104.16,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,35.84,29.1
6513,104.208,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,39.09,29.23
6516,104.256,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,42.33,29.35
6519,104.304,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,45.58,29.48
6522,104.352,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,48.83,29.6
6525,104.4,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,52.07,29.73
6528,104.448,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,55.32,29.85
6531,104.496,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,58.57,29.98
6534,104.544,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,61.81,30.1
6537,104.592,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,65.06,30.23
6540,104.64,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,68.31,30.35
6543,104.688,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,71.55,30.48
6546,104.736,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,74.8,30.6
6549,104.784,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,78.05,30.73
6552,104.832,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,81.3,30.85
6555,104.88,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,84.54,30.98
6558,104.928,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,87.79,31.1
6561,104.976,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,91.04,31.23
6564,105.024,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,94.28,31.35
6567,105.072,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,97.53,31.48
6570,105.12,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,100.78,31.6
6573,105.168,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,104.02,31.73
6576,105.216,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,107.27,31.85
6579,105.264,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,110.52,31.98
6582,105.312,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,113.76,32.1
6585,105.36,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,117.01,32.23
6588,105.408,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,120.26,32.35
6591,105.456,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,123.5,32.48
6594,105.504,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,126.75,32.6
6597,105.552,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,130.0,32.73
6600,105.6,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,133.24,32.85
6603,105.648,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,136.49,32.97
6606,105.696,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,139.74,33.1
6609,105.744,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,142.98,33.22
6612,105.792,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,146.23,33.35
6615,105.84,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,149.48,33.47
6618,105.888,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,152.73,33.6
6621,105.936,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,155.97,33.72
6624,105.984,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,159.22,33.85
6627,106.032,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,162.47,33.97
6630,106.08,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,165.71,34.1
6633,106.128,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,168.96,34.22
6636,106.176,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,172.21,34.35
6639,106.224,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,175.45,34.47
6642,106.272,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,178.7,34.6
6645,106.32,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,181.95,34.72
6648,106.368,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,185.19,34.85
6651,106.416,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,188.44,34.97
6654,106.464,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,191.69,35.1
6657,106.512,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,194.93,35.22
6660,106.56,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,198.18,35.35
6663,106.608,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,201.43,35.47
6666,106.656,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,204.67,35.6
6669,106.704,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,207.92,35.72
6672,106.752,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,211.17,35.85
6675,106.8,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,214.42,35.97
6678,106.848,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,217.66,36.1
6681,106.896,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,220.91,36.22
6684,106.944,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,224.16,36.35
6687,106.992,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,227.4,36.47
6690,107.04,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,230.65,36.6
6693,107.088,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,233.9,36.72
6696,107.136,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,237.14,36.85
6699,107.184,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,240.39,36.97
6702,107.232,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,243.64,37.1
6705,107.28,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,246.88,37.22
6708,107.328,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,250.13,37.35
6711,107.376,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,253.38,37.47
6714,107.424,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,256.62,37.6
6717,107.472,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,259.87,37.72
6720,107.52,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,263.12,37.85
6723,107.568,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,266.36,37.97
6726,107.616,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,269.61,38.1
6729,107.664,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,272.86,38.22
6732,107.712,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,276.1,38.35
6735,107.76,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,279.35,38.47
6738,107.808,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,282.6,38.6
6741,107.856,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,285.85,38.72
6744,107.904,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,289.09,38.85
6747,107.952,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,292.34,38.97
6750,108.0,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,295.59,39.1
6753,108.048,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,298.83,39.22
6756,108.096,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,302.08,39.35
6759,108.144,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,305.33,39.47
6762,108.192,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,308.57,39.6
6765,108.24,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,311.82,39.72
6768,108.288,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,315.07,39.85
6771,108.336,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,318.31,39.97
6774,108.384,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,321.56,40.1
6777,108.432,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,324.81,40.22
6780,108.48,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,328.05,40.35
6783,108.528,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,331.3,40.47
6786,108.576,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,334.55,40.6
6789,108.624,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,337.79,40.72
6792,108.672,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,341.04,40.85
6795,108.72,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,344.29,40.97
6798,108.768,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,347.54,41.1
6801,108.816,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,350.78,41.22
6804,108.864,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,354.03,41.35
6807,108.912,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,357.28,41.47
6810,108.96,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,360.52,41.6
6813,109.008,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,363.77,41.72
6816,109.056,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,367.02,41.85
6819,109.104,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,370.26,41.97
6822,109.152,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,373.51,42.1
6825,109.2,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,376.76,42.22
6828,109.248,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,380.0,42.35
6831,109.296,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,383.25,42.47
6834,109.344,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,386.5,42.6
6837,109.392,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,389.74,42.72
6840,109.44,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,392.99,42.85
6843,109.488,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,396.24,42.97
6846,109.536,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,399.48,43.1
6849,109.584,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,402.73,43.22
6852,109.632,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,405.98,43.34
6855,109.68,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,409.22,43.47
6858,109.728,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,412.47,43.59
6861,109.776,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,415.72,43.72
6864,109.824,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,418.97,43.84
6867,109.872,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,422.21,43.97
6870,109.92,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,425.46,44.09
6873,109.968,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,428.71,44.22
6876,110.016,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,431.95,44.34
6879,110.064,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,435.2,44.47
6882,110.112,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,438.45,44.59
6885,110.16,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,441.69,44.72
6888,110.208,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,444.94,44.84
6891,110.256,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,448.19,44.97
