frame,time_s,Kc,Kh,target_speed,target_heading_deg,heading_error_deg,heading_correction,error_L,error_R,command_L,command_R,left_speed,right_speed,v,w,theta_deg,x,y
3978,63.648,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,895.52,403.65
3981,63.696,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,898.76,403.78
3984,63.744,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,2.01,403.9
3987,63.792,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,5.26,404.03
3990,63.84,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,8.5,404.15
3993,63.888,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,11.75,404.28
3996,63.936,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,15.0,404.4
3999,63.984,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,18.24,404.53
4002,64.032,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,21.49,404.65
4005,64.08,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,24.74,404.78
4008,64.128,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,27.99,404.9
4011,64.176,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,31.23,405.03
4014,64.224,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,34.48,405.15
4017,64.272,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,37.73,405.28
4020,64.32,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,40.97,405.4
4023,64.368,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,44.22,405.53
4026,64.416,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,47.47,405.65
4029,64.464,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,50.71,405.78
4032,64.512,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,53.96,405.9
4035,64.56,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,57.21,406.03
4038,64.608,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,60.45,406.15
4041,64.656,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,63.7,406.28
4044,64.704,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,66.95,406.4
4047,64.752,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,70.19,406.53
4050,64.8,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,73.44,406.65
4053,64.848,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,76.69,406.78
4056,64.896,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,79.93,406.9
4059,64.944,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,83.18,407.03
4062,64.992,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,86.43,407.15
4065,65.04,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,89.67,407.28
4068,65.088,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,92.92,407.4
4071,65.136,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,96.17,407.53
4074,65.184,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,99.42,407.65
4077,65.232,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,102.66,407.78
4080,65.28,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,105.91,407.9
4083,65.328,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,109.16,408.03
4086,65.376,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,112.4,408.15
4089,65.424,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,115.65,408.28
4092,65.472,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,118.9,408.4
4095,65.52,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,122.14,408.53
4098,65.568,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,125.39,408.65
4101,65.616,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,128.64,408.78
4104,65.664,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,131.88,408.9
4107,65.712,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,135.13,409.03
4110,65.76,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,138.38,409.15
4113,65.808,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,141.62,409.28
4116,65.856,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,144.87,409.4
4119,65.904,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,148.12,409.52
4122,65.952,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,151.36,409.65
4125,66.0,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,154.61,409.77
4128,66.048,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,157.86,409.9
4131,66.096,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,161.11,410.02
4134,66.144,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,164.35,410.15
4137,66.192,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,167.6,410.27
4140,66.24,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,170.85,410.4
4143,66.288,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,174.09,410.52
4146,66.336,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,177.34,410.65
4149,66.384,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,180.59,410.77
4152,66.432,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,183.83,410.9
4155,66.48,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,187.08,411.02
4158,66.528,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,190.33,411.15
4161,66.576,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,193.57,411.27
4164,66.624,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,196.82,411.4
4167,66.672,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,200.07,411.52
4170,66.72,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,203.31,411.65
4173,66.768,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,206.56,411.77
4176,66.816,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,209.81,411.9
4179,66.864,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,213.05,412.02
4182,66.912,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,216.3,412.15
4185,66.96,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,219.55,412.27
4188,67.008,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,222.79,412.4
4191,67.056,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,226.04,412.52
4194,67.104,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,229.29,412.65
4197,67.152,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,232.54,412.77
4200,67.2,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,235.78,412.9
4203,67.248,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,239.03,413.02
4206,67.296,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,242.28,413.15
4209,67.344,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,245.52,413.27
4212,67.392,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,248.77,413.4
4215,67.44,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,252.02,413.52
4218,67.488,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,255.26,413.65
4221,67.536,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,258.51,413.77
4224,67.584,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,261.76,413.9
4227,67.632,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,265.0,414.02
4230,67.68,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,268.25,414.15
4233,67.728,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,271.5,414.27
4236,67.776,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,274.74,414.4
4239,67.824,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,277.99,414.52
4242,67.872,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,281.24,414.65
4245,67.92,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,284.48,414.77
4248,67.968,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,287.73,414.9
4251,68.016,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,290.98,415.02
4254,68.064,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,294.23,415.15
4257,68.112,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,297.47,415.27
4260,68.16,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,300.72,415.4
4263,68.208,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,303.97,415.52
4266,68.256,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,307.21,415.65
4269,68.304,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,310.46,415.77
4272,68.352,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,313.71,415.9
4275,68.4,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,316.95,416.02
4278,68.448,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,320.2,416.15
4281,68.496,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,323.45,416.27
4284,68.544,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,326.69,416.4
4287,68.592,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,329.94,416.52
4290,68.64,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,333.19,416.65
4293,68.688,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,336.43,416.77
4296,68.736,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,339.68,416.9
4299,68.784,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,342.93,417.02
4302,68.832,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,346.17,417.15
4305,68.88,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,349.42,417.27
4308,68.928,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,352.67,417.4
4311,68.976,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,355.91,417.52
4314,69.024,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,359.16,417.65
4317,69.072,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,362.41,417.77
4320,69.12,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,365.66,417.9
4323,69.168,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,368.9,418.02
4326,69.216,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,372.15,418.15
4329,69.264,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,375.4,418.27
4332,69.312,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,378.64,418.4
4335,69.36,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,381.89,418.52
4338,69.408,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,385.14,418.65
4341,69.456,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,388.38,418.77
4344,69.504,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,391.63,418.9
4347,69.552,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,394.88,419.02
4350,69.6,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,398.12,419.15
4353,69.648,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,401.37,419.27
4356,69.696,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,404.62,419.4
4359,69.744,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,407.86,419.52
4362,69.792,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,411.11,419.65
4365,69.84,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,414.36,419.77
4368,69.888,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,417.6,419.89
4371,69.936,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,420.85,420.02
4374,69.984,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,424.1,420.14
4377,70.032,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,427.34,420.27
4380,70.08,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,430.59,420.39
4383,70.128,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,433.84,420.52
4386,70.176,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,437.09,420.64
4389,70.224,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,440.33,420.77
4392,70.272,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,443.58,420.89
4395,70.32,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,446.83,421.02
4398,70.368,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,450.07,421.14
4401,70.416,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,453.32,421.27
4404,70.464,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,456.57,421.39
4407,70.512,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,459.81,421.52
4410,70.56,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,463.06,421.64
4413,70.608,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,466.31,421.77
4416,70.656,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,469.55,421.89
4419,70.704,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,472.8,422.02
4422,70.752,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,476.05,422.14
4425,70.8,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,479.29,422.27
4428,70.848,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,482.54,422.39
4431,70.896,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,485.79,422.52
4434,70.944,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,489.03,422.64
4437,70.992,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,492.28,422.77
4440,71.04,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,495.53,422.89
4443,71.088,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,498.78,423.02
4446,71.136,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,502.02,423.14
4449,71.184,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,505.27,423.27
4452,71.232,2.0,40.0,100.0,0.0,-2.2037,-1.5385,33.8462,30.7692,67.6923,61.5385,67.6923,67.6923,67.6923,0.0,2.2037,508.52,423.39
