frame,time_s,Kc,target_speed,left_gain,right_gain,tau,error_L,error_R,command_L,command_R,left_speed,right_speed,v,w,theta_deg,x,y
555,8.88,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,18.05,731.27,395.85
558,8.928,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,18.146,734.36,396.86
561,8.976,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,18.241,737.45,397.87
564,9.024,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,18.337,740.53,398.89
567,9.072,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,18.432,743.62,399.92
570,9.12,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,18.528,746.7,400.95
573,9.168,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,18.623,749.78,401.99
576,9.216,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,18.719,752.86,403.03
579,9.264,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,18.814,755.94,404.07
582,9.312,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,18.91,759.01,405.13
585,9.36,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,19.005,762.08,406.18
588,9.408,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,19.101,765.16,407.24
591,9.456,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,19.196,768.23,408.31
594,9.504,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,19.292,771.29,409.38
597,9.552,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,19.387,774.36,410.46
600,9.6,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,19.483,777.42,411.54
603,9.648,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,19.578,0.49,412.63
606,9.696,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,19.674,3.55,413.72
609,9.744,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,19.769,6.61,414.82
612,9.792,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,19.865,9.66,415.92
615,9.84,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,19.96,12.72,417.03
618,9.888,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,20.056,15.77,418.14
621,9.936,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,20.151,18.82,419.26
624,9.984,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,20.247,21.87,420.38
627,10.032,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,20.342,24.92,421.51
630,10.08,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,20.438,27.97,422.65
633,10.128,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,20.533,31.01,423.78
636,10.176,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,20.629,34.05,424.93
639,10.224,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,20.724,37.1,426.08
642,10.272,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,20.82,40.13,427.23
645,10.32,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,20.915,43.17,428.39
648,10.368,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,21.011,46.2,429.55
651,10.416,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,21.106,49.24,430.72
654,10.464,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,21.202,52.27,431.89
657,10.512,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,21.297,55.3,433.07
660,10.56,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,21.393,58.32,434.26
663,10.608,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,21.488,61.35,435.45
666,10.656,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,21.584,64.37,436.64
669,10.704,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,21.679,67.39,437.84
672,10.752,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,21.775,70.41,439.04
675,10.8,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,21.87,73.43,440.25
678,10.848,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,21.966,76.44,441.46
681,10.896,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,22.061,79.45,442.68
684,10.944,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,22.157,82.47,443.91
687,10.992,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,22.252,85.47,445.14
690,11.04,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,22.348,88.48,446.37
693,11.088,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,22.443,91.49,447.61
696,11.136,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,22.538,94.49,448.85
699,11.184,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,22.634,97.49,450.1
702,11.232,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,22.729,100.49,451.36
705,11.28,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,22.825,103.48,452.62
708,11.328,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,22.92,106.48,453.88
711,11.376,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,23.016,109.47,455.15
714,11.424,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,23.111,112.46,456.42
717,11.472,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,23.207,115.45,457.7
720,11.52,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,23.302,118.43,458.99
723,11.568,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,23.398,121.42,460.28
726,11.616,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,23.493,124.4,461.57
729,11.664,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,23.589,127.38,462.87
732,11.712,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,23.684,130.35,464.17
735,11.76,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,23.78,133.33,465.48
738,11.808,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,23.875,136.3,466.79
741,11.856,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,23.971,139.27,468.11
744,11.904,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,24.066,142.24,469.44
747,11.952,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,24.162,145.21,470.77
750,12.0,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,24.257,148.17,472.1
753,12.048,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,24.353,151.13,473.44
756,12.096,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,24.448,154.09,474.78
759,12.144,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,24.544,157.05,476.13
762,12.192,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,24.639,160.0,477.48
765,12.24,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,24.735,162.95,478.84
768,12.288,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,24.83,165.9,480.2
771,12.336,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,24.926,168.85,481.57
774,12.384,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,25.021,171.8,482.95
777,12.432,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,25.117,174.74,484.32
780,12.48,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,25.212,177.68,485.71
783,12.528,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,25.308,180.62,487.09
786,12.576,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,25.403,183.56,488.49
789,12.624,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,25.499,186.49,489.88
792,12.672,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,25.594,189.42,491.29
795,12.72,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,25.69,192.35,492.69
798,12.768,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,25.785,195.28,494.11
801,12.816,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,25.881,198.21,495.52
804,12.864,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,25.976,201.13,496.94
807,12.912,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,26.072,204.05,498.37
810,12.96,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,26.167,206.97,499.8
813,13.008,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,26.263,209.88,501.24
816,13.056,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,26.358,212.79,502.68
819,13.104,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,26.454,215.7,504.13
822,13.152,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,26.549,218.61,505.58
825,13.2,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,26.645,221.52,507.03
828,13.248,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,26.74,224.42,508.49
831,13.296,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,26.836,227.32,509.96
834,13.344,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,26.931,230.22,511.43
837,13.392,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,27.027,233.12,512.91
840,13.44,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,27.122,236.01,514.39
843,13.488,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,27.218,238.9,515.87
846,13.536,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,27.313,241.79,517.36
849,13.584,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,27.409,244.68,518.85
852,13.632,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,27.504,247.56,520.35
855,13.68,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,27.6,250.44,521.86
858,13.728,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,27.695,253.32,523.37
861,13.776,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,27.791,256.19,524.88
864,13.824,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,27.886,259.07,526.4
867,13.872,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,27.982,261.94,527.92
870,13.92,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,28.077,264.81,529.45
873,13.968,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,28.173,267.67,530.98
876,14.016,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,28.268,270.54,532.52
879,14.064,2.0,100.0,1.0,1.1,0.5,33.3333,31.25,66.6667,62.5,66.6667,68.75,67.7083,0.0347,28.364,273.4,534.06
882,14.112,3.275,100.0,1.0,1.1,0.5,31.7023,29.574,103.8249,96.8548,69.4346,71.5817,70.5081,0.0358,28.461,276.33,535.65
885,14.16,3.369,100.0,1.0,1.1,0.5,28.5689,26.4219,96.2486,89.0155,72.2253,74.3569,73.2911,0.0355,28.559,279.38,537.31
888,14.208,3.369,100.0,1.0,1.1,0.5,26.504,24.4196,89.2919,82.2696,74.0015,76.0577,75.0296,0.0343,28.655,282.52,539.02
891,14.256,3.369,100.0,1.0,1.1,0.5,25.1897,23.1924,84.8641,78.1354,75.132,77.1001,76.1161,0.0328,28.746,285.71,540.77
894,14.304,3.369,100.0,1.0,1.1,0.5,24.3532,22.4404,82.0459,75.6017,75.8516,77.7389,76.7952,0.0315,28.834,288.93,542.54
897,14.352,3.417,100.0,1.0,1.1,0.5,23.8208,21.9795,81.3955,75.104,76.3462,78.1675,77.2568,0.0304,28.918,292.17,544.33
900,14.4,3.606,100.0,1.0,1.1,0.5,23.1888,21.4018,83.6188,77.1748,77.029,78.7996,77.9143,0.0295,29.0,295.44,546.14
903,14.448,3.606,100.0,1.0,1.1,0.5,22.6269,20.8885,81.5925,75.3239,77.5082,79.2313,78.3697,0.0287,29.08,298.72,547.96
906,14.496,3.606,100.0,1.0,1.1,0.5,22.2786,20.5831,80.3365,74.2227,77.8051,79.4882,78.6467,0.0281,29.158,302.01,549.8
909,14.544,5.833,100.0,1.0,1.1,0.5,20.9716,19.2962,122.3275,112.5547,80.414,82.0832,81.2486,0.0278,29.235,305.37,551.67
912,14.592,7.018,100.0,1.0,1.1,0.5,16.6304,15.0419,116.7122,105.5644,84.4366,85.9553,85.1959,0.0253,29.307,308.89,553.64
915,14.64,7.018,100.0,1.0,1.1,0.5,14.1805,12.8074,99.5191,89.8826,86.2578,87.5663,86.9121,0.0218,29.37,312.5,555.68
918,14.688,7.018,100.0,1.0,1.1,0.5,13.174,11.9701,92.4549,84.0059,87.0062,88.17,87.5881,0.0194,29.425,316.16,557.74
921,14.736,7.018,100.0,1.0,1.1,0.5,12.7604,11.6562,89.5524,81.8035,87.3136,88.3962,87.8549,0.018,29.476,319.83,559.81
924,14.784,7.018,100.0,1.0,1.1,0.5,12.5905,11.5386,88.3598,80.9782,87.44,88.481,87.9605,0.0174,29.524,323.5,561.89
927,14.832,7.018,100.0,1.0,1.1,0.5,12.5206,11.4946,87.8698,80.6689,87.4919,88.5128,88.0023,0.017,29.571,327.17,563.97
930,14.88,7.018,100.0,1.0,1.1,0.5,12.4919,11.4781,87.6685,80.553,87.5132,88.5247,88.0189,0.0169,29.618,330.85,566.06
933,14.928,7.065,100.0,1.0,1.1,0.5,12.4802,11.4719,88.1723,81.0487,87.5407,88.5482,88.0444,0.0168,29.664,334.52,568.15
936,14.976,7.065,100.0,1.0,1.1,0.5,12.4323,11.4271,87.8342,80.7324,87.5762,88.5804,88.0783,0.0167,29.71,338.19,570.24
939,15.024,7.776,100.0,1.0,1.1,0.5,12.3612,11.3587,96.1206,88.3256,87.9102,88.9138,88.412,0.0167,29.756,341.87,572.35
942,15.072,9.529,100.0,1.0,1.1,0.5,10.9363,9.9526,104.2122,94.8387,89.5484,90.5042,90.0263,0.0159,29.801,345.6,574.48
945,15.12,9.671,100.0,1.0,1.1,0.5,9.8501,8.9581,95.2599,86.634,90.3135,91.1781,90.7458,0.0144,29.842,349.37,576.64
948,15.168,9.671,100.0,1.0,1.1,0.5,9.5079,8.6828,91.9513,83.9718,90.5388,91.3508,90.9448,0.0135,29.88,353.15,578.82
951,15.216,9.671,100.0,1.0,1.1,0.5,9.4102,8.6148,91.0065,83.3138,90.6031,91.3935,90.9983,0.0132,29.916,356.94,580.99
954,15.264,11.803,100.0,1.0,1.1,0.5,9.094,8.3084,107.3362,98.0635,91.4318,92.2093,91.8206,0.013,29.952,360.74,583.18
957,15.312,13.225,100.0,1.0,1.1,0.5,7.6712,6.9517,101.4513,91.9367,92.6207,93.3069,92.9638,0.0114,29.985,364.59,585.4
960,15.36,13.367,100.0,1.0,1.1,0.5,7.0888,6.454,94.7556,86.271,92.9702,93.5892,93.2797,0.0103,30.015,368.47,587.64
963,15.408,13.367,100.0,1.0,1.1,0.5,6.9806,6.3785,93.3102,85.2618,93.0287,93.6268,93.3277,0.01,30.042,372.35,589.88
966,15.456,13.367,100.0,1.0,1.1,0.5,6.9636,6.3692,93.0823,85.1375,93.0379,93.6314,93.3347,0.0099,30.069,376.22,592.13
969,15.504,13.367,100.0,1.0,1.1,0.5,6.9609,6.3681,93.0463,85.1222,93.0393,93.632,93.3357,0.0099,30.097,380.1,594.37
972,15.552,13.935,100.0,1.0,1.1,0.5,6.8757,6.2835,95.8123,87.5608,93.2104,93.7997,93.505,0.0098,30.124,383.98,596.62
975,15.6,14.362,100.0,1.0,1.1,0.5,6.6386,6.0604,95.3436,87.0396,93.4248,93.9973,93.7111,0.0095,30.15,387.87,598.88
978,15.648,14.788,100.0,1.0,1.1,0.5,6.457,5.8957,95.486,87.1849,93.6052,94.1619,93.8836,0.0093,30.176,391.76,601.14
981,15.696,14.883,100.0,1.0,1.1,0.5,6.3199,5.7727,94.0594,85.9149,93.6922,94.2362,93.9642,0.0091,30.201,395.66,603.41
984,15.744,14.883,100.0,1.0,1.1,0.5,6.2989,5.758,93.7462,85.6967,93.7026,94.2428,93.9727,0.009,30.226,399.56,605.68
987,15.792,14.883,100.0,1.0,1.1,0.5,6.2964,5.7567,93.709,85.6776,93.7038,94.2433,93.9736,0.009,30.251,403.45,607.95
990,15.84,16.494,100.0,1.0,1.1,0.5,6.1059,5.5663,100.7106,91.8109,94.1122,94.6435,94.3779,0.0089,30.275,407.36,610.23
993,15.888,17.584,100.0,1.0,1.1,0.5,5.5104,5.0117,96.8943,88.125,94.5666,95.0507,94.8086,0.0081,30.298,411.28,612.53
996,15.936,17.584,100.0,1.0,1.1,0.5,5.3896,4.9199,94.7705,86.5118,94.6155,95.0827,94.8491,0.0078,30.32,415.21,614.82
999,15.984,17.584,100.0,1.0,1.1,0.5,5.3815,4.916,94.6291,86.4432,94.6188,95.0841,94.8514,0.0078,30.341,419.14,617.12
1002,16.032,17.584,100.0,1.0,1.1,0.5,5.381,4.9158,94.6197,86.4403,94.619,95.0842,94.8516,0.0078,30.362,423.07,619.42
1005,16.08,17.584,100.0,1.0,1.1,0.5,5.381,4.9158,94.6191,86.4402,94.619,95.0842,94.8516,0.0078,30.384,427.0,621.73
1008,16.128,17.678,100.0,1.0,1.1,0.5,5.381,4.9158,95.1248,86.9022,94.6352,95.1004,94.8678,0.0078,30.405,430.93,624.03
1011,16.176,17.726,100.0,1.0,1.1,0.5,5.3474,4.8837,94.7885,86.5692,94.6569,95.1198,94.8883,0.0077,30.426,434.85,626.34
1014,16.224,17.726,100.0,1.0,1.1,0.5,5.3406,4.8786,94.6681,86.4781,94.6596,95.1215,94.8906,0.0077,30.447,438.78,628.64
1017,16.272,17.726,100.0,1.0,1.1,0.5,5.3402,4.8784,94.6604,86.4744,94.6598,95.1216,94.8907,0.0077,30.469,442.71,630.95
1020,16.32,17.726,100.0,1.0,1.1,0.5,5.3402,4.8784,94.6599,86.4742,94.6598,95.1216,94.8907,0.0077,30.49,446.63,633.26
1023,16.368,17.82,100.0,1.0,1.1,0.5,5.3402,4.8784,95.1618,86.9328,94.6759,95.1378,94.9068,0.0077,30.511,450.56,635.58
1026,16.416,18.057,100.0,1.0,1.1,0.5,5.2622,4.8035,95.0198,86.7375,94.7468,95.2033,94.9751,0.0076,30.532,454.48,637.89
1029,16.464,18.057,100.0,1.0,1.1,0.5,5.2483,4.7936,94.7685,86.5584,94.7522,95.2066,94.9794,0.0076,30.553,458.41,640.21
1032,16.512,18.152,100.0,1.0,1.1,0.5,5.2475,4.7933,95.252,87.0072,94.7685,95.2228,94.9956,0.0076,30.574,462.33,642.53
