frame,time_s,Kc,target_speed,left_gain,right_gain,tau,error_L,error_R,command_L,command_R,left_speed,right_speed,v,w,theta_deg,x,y
2100,33.6,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.063,327.57,339.65
2103,33.648,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.071,328.47,340.31
2106,33.696,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.079,329.37,340.96
2109,33.744,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.087,330.27,341.62
2112,33.792,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.095,331.17,342.27
2115,33.84,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.103,332.07,342.93
2118,33.888,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.111,332.97,343.59
2121,33.936,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.119,333.86,344.24
2124,33.984,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.127,334.76,344.9
2127,34.032,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.135,335.66,345.55
2130,34.08,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.143,336.56,346.21
2133,34.128,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.151,337.46,346.87
2136,34.176,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.159,338.36,347.52
2139,34.224,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.167,339.26,348.18
2142,34.272,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.175,340.16,348.84
2145,34.32,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.183,341.06,349.5
2148,34.368,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.191,341.96,350.15
2151,34.416,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.199,342.85,350.81
2154,34.464,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.207,343.75,351.47
2157,34.512,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.215,344.65,352.13
2160,34.56,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.223,345.55,352.78
2163,34.608,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.231,346.45,353.44
2166,34.656,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.239,347.34,354.1
2169,34.704,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.247,348.24,354.76
2172,34.752,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.255,349.14,355.42
2175,34.8,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.263,350.04,356.08
2178,34.848,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.272,350.94,356.73
2181,34.896,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.28,351.83,357.39
2184,34.944,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.288,352.73,358.05
2187,34.992,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.296,353.63,358.71
2190,35.04,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.304,354.53,359.37
2193,35.088,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.312,355.42,360.03
2196,35.136,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.32,356.32,360.69
2199,35.184,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.328,357.22,361.35
2202,35.232,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.336,358.11,362.01
2205,35.28,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.344,359.01,362.67
2208,35.328,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.352,359.91,363.33
2211,35.376,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.36,360.8,363.99
2214,35.424,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.368,361.7,364.65
2217,35.472,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.376,362.6,365.31
2220,35.52,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.384,363.49,365.97
2223,35.568,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.392,364.39,366.63
2226,35.616,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.4,365.28,367.29
2229,35.664,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.408,366.18,367.95
2232,35.712,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.416,367.08,368.61
2235,35.76,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.424,367.97,369.27
2238,35.808,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.432,368.87,369.93
2241,35.856,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.44,369.76,370.59
2244,35.904,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.448,370.66,371.26
2247,35.952,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.456,371.56,371.92
2250,36.0,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.464,372.45,372.58
2253,36.048,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.472,373.35,373.24
2256,36.096,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.48,374.24,373.9
2259,36.144,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.488,375.14,374.56
2262,36.192,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.496,376.03,375.23
2265,36.24,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.504,376.93,375.89
2268,36.288,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.512,377.82,376.55
2271,36.336,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.52,378.72,377.21
2274,36.384,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.528,379.61,377.88
2277,36.432,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.536,380.51,378.54
2280,36.48,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.544,381.4,379.2
2283,36.528,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.552,382.29,379.86
2286,36.576,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.56,383.19,380.53
2289,36.624,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.568,384.08,381.19
2292,36.672,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.576,384.98,381.85
2295,36.72,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.584,385.87,382.52
2298,36.768,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.592,386.76,383.18
2301,36.816,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.6,387.66,383.85
2304,36.864,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.608,388.55,384.51
2307,36.912,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.617,389.45,385.17
2310,36.96,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.625,390.34,385.84
2313,37.008,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.633,391.23,386.5
2316,37.056,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.641,392.13,387.17
2319,37.104,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.649,393.02,387.83
2322,37.152,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.657,393.91,388.49
2325,37.2,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.665,394.81,389.16
2328,37.248,11.092,25.19,1.0,1.1,0.5,2.0832,1.9082,23.1068,21.1653,23.1068,23.2818,23.1943,0.0029,36.673,395.7,389.82
2331,37.296,11.092,25.19,1.018,1.1,0.5,2.078,1.9082,23.0494,21.1653,23.1233,23.2818,23.2025,0.0026,36.68,396.59,390.49
2334,37.344,11.092,25.19,1.043,1.1,0.5,2.0342,1.9082,22.5639,21.1653,23.1679,23.2818,23.2248,0.0019,36.686,397.49,391.16
2337,37.392,11.092,25.19,1.054,1.1,0.5,2.0043,1.9082,22.2316,21.1653,23.1936,23.2818,23.2377,0.0015,36.691,398.38,391.82
2340,37.44,11.092,25.19,1.057,1.1,0.5,1.9868,1.9082,22.0378,21.1653,23.2061,23.2818,23.244,0.0013,36.694,399.27,392.49
2343,37.488,11.092,25.19,1.107,1.1,0.5,1.9607,1.9082,21.7481,21.1653,23.2564,23.2818,23.2691,0.0004,36.696,400.17,393.16
2346,37.536,11.092,25.19,1.161,1.1,0.5,1.8756,1.9082,20.8045,21.1653,23.3412,23.2818,23.3115,-0.001,36.695,401.07,393.82
2349,37.584,11.092,25.19,1.175,1.1,0.5,1.8128,1.9082,20.1075,21.1653,23.3852,23.2818,23.3335,-0.0017,36.691,401.96,394.49
2352,37.632,11.092,25.19,1.218,1.1,0.5,1.7935,1.9082,19.8939,21.1653,23.4232,23.2818,23.3525,-0.0024,36.685,402.86,395.16
2355,37.68,11.092,25.19,1.354,1.1,0.5,1.6759,1.9082,18.5893,21.1653,23.5671,23.2818,23.4245,-0.0048,36.675,403.76,395.83
2358,37.728,11.092,25.19,1.443,1.1,0.5,1.5343,1.9082,17.0179,21.1653,23.6846,23.2818,23.4832,-0.0067,36.658,404.67,396.51
2361,37.776,11.092,25.19,1.461,1.1,0.5,1.4772,1.9082,16.3849,21.1653,23.72,23.2818,23.5009,-0.0073,36.638,405.57,397.18
2364,37.824,11.092,25.19,1.461,1.1,0.5,1.4653,1.9082,16.2527,21.1653,23.7254,23.2818,23.5036,-0.0074,36.618,406.48,397.85
2367,37.872,11.092,25.19,1.482,1.1,0.5,1.4642,1.9082,16.2407,21.1653,23.7368,23.2818,23.5093,-0.0076,36.597,407.38,398.52
2370,37.92,11.092,25.19,1.557,1.1,0.5,1.4115,1.9082,15.6561,21.1653,23.7977,23.2818,23.5398,-0.0086,36.574,408.29,399.2
2373,37.968,11.092,25.19,1.579,1.1,0.5,1.37,1.9082,15.1963,21.1653,23.8256,23.2818,23.5537,-0.0091,36.55,409.2,399.87
2376,38.016,11.092,25.19,1.6,1.1,0.5,1.3578,1.9082,15.061,21.1653,23.8407,23.2818,23.5613,-0.0093,36.524,410.11,400.54
2379,38.064,11.092,25.19,1.604,1.1,0.5,1.3419,1.9082,14.8843,21.1653,23.8489,23.2818,23.5654,-0.0095,36.498,411.02,401.22
2382,38.112,11.092,25.19,1.604,1.1,0.5,1.3406,1.9082,14.8698,21.1653,23.8495,23.2818,23.5657,-0.0095,36.472,411.92,401.89
2385,38.16,11.092,25.19,1.604,1.1,0.5,1.3405,1.9082,14.8688,21.1653,23.8495,23.2818,23.5657,-0.0095,36.446,412.83,402.56
2388,38.208,11.092,25.19,1.604,1.1,0.5,1.3405,1.9082,14.8688,21.1653,23.8495,23.2818,23.5657,-0.0095,36.42,413.74,403.23
2391,38.256,11.092,25.19,1.604,1.1,0.5,1.3405,1.9082,14.8688,21.1653,23.8495,23.2818,23.5657,-0.0095,36.394,414.66,403.9
2394,38.304,11.092,25.19,1.525,1.1,0.5,1.3659,1.9082,15.1503,21.1653,23.8011,23.2818,23.5415,-0.0087,36.37,415.57,404.58
2397,38.352,11.092,25.19,1.375,1.1,0.5,1.4737,1.9082,16.346,21.1653,23.6766,23.2818,23.4792,-0.0066,36.35,416.47,405.24
2400,38.4,11.092,25.19,1.325,1.1,0.5,1.5733,1.9082,17.4506,21.1653,23.6009,23.2818,23.4414,-0.0053,36.334,417.38,405.91
2403,38.448,11.092,25.19,1.321,1.1,0.5,1.6009,1.9082,17.7571,21.1653,23.5849,23.2818,23.4334,-0.0051,36.32,418.29,406.58
2406,38.496,11.092,25.19,1.175,1.1,0.5,1.6603,1.9082,18.4158,21.1653,23.4692,23.2818,23.3755,-0.0031,36.309,419.19,407.24
2409,38.544,11.092,25.19,1.036,1.1,0.5,1.8725,1.9082,20.7699,21.1653,23.2599,23.2818,23.2709,0.0004,36.307,420.09,407.9
2412,38.592,11.092,25.19,1.025,1.1,0.5,1.996,1.9082,22.1397,21.1653,23.178,23.2818,23.2299,0.0017,36.311,420.99,408.57
2415,38.64,11.092,25.19,1.025,1.1,0.5,2.0276,1.9082,22.4897,21.1653,23.1589,23.2818,23.2204,0.002,36.316,421.89,409.23
2418,38.688,11.092,25.19,1.007,1.1,0.5,2.0442,1.9082,22.6744,21.1653,23.1358,23.2818,23.2088,0.0024,36.323,422.79,409.89
2421,38.736,11.092,25.19,0.918,1.1,0.5,2.1102,1.9082,23.4068,21.1653,23.0288,23.2818,23.1553,0.0042,36.332,423.68,410.54
2424,38.784,11.092,25.19,0.857,1.1,0.5,2.2595,1.9082,25.0625,21.1653,22.884,23.2818,23.0829,0.0066,36.348,424.58,411.2
2427,38.832,11.092,25.19,0.846,1.1,0.5,2.3702,1.9082,26.2907,21.1653,22.8013,23.2818,23.0416,0.008,36.369,425.47,411.86
2430,38.88,11.092,25.19,0.846,1.1,0.5,2.4093,1.9082,26.7242,21.1653,22.7752,23.2818,23.0285,0.0084,36.392,426.36,412.51
2433,38.928,11.092,25.19,0.846,1.1,0.5,2.421,1.9082,26.8532,21.1653,22.7674,23.2818,23.0246,0.0086,36.416,427.25,413.17
2436,38.976,11.092,25.19,0.846,1.1,0.5,2.4244,1.9082,26.8916,21.1653,22.7651,23.2818,23.0235,0.0086,36.439,428.14,413.83
2439,39.024,11.092,25.19,0.846,1.1,0.5,2.4254,1.9082,26.9031,21.1653,22.7644,23.2818,23.0231,0.0086,36.463,429.03,414.48
2442,39.072,11.092,25.19,0.846,1.1,0.5,2.4258,1.9082,26.9065,21.1653,22.7642,23.2818,23.023,0.0086,36.487,429.92,415.14
2445,39.12,11.092,25.19,0.846,1.1,0.5,2.4258,1.9082,26.9075,21.1653,22.7641,23.2818,23.023,0.0086,36.511,430.8,415.8
2448,39.168,11.092,25.19,0.832,1.1,0.5,2.4319,1.9082,26.9747,21.1653,22.748,23.2818,23.0149,0.0089,36.535,431.69,416.45
2451,39.216,11.092,25.19,0.825,1.1,0.5,2.4635,1.9082,27.3253,21.1653,22.7206,23.2818,23.0012,0.0094,36.56,432.58,417.11
2454,39.264,11.092,25.19,0.818,1.1,0.5,2.4795,1.9082,27.5028,21.1653,22.7037,23.2818,22.9928,0.0096,36.586,433.46,417.77
2457,39.312,11.092,25.19,0.807,1.1,0.5,2.5027,1.9082,27.7598,21.1653,22.6782,23.2818,22.98,0.0101,36.614,434.35,418.43
2460,39.36,11.092,25.19,0.796,1.1,0.5,2.5304,1.9082,28.0667,21.1653,22.6495,23.2818,22.9656,0.0105,36.642,435.24,419.09
2463,39.408,11.092,25.19,0.789,1.1,0.5,2.5605,1.9082,28.4012,21.1653,22.6224,23.2818,22.9521,0.011,36.672,436.12,419.74
2466,39.456,11.092,25.19,0.789,1.1,0.5,2.5758,1.9082,28.5707,21.1653,22.6119,23.2818,22.9469,0.0112,36.702,437.0,420.4
2469,39.504,11.092,25.19,0.786,1.1,0.5,2.5854,1.9082,28.6773,21.1653,22.6025,23.2818,22.9422,0.0113,36.734,437.89,421.06
2472,39.552,11.092,25.19,0.786,1.1,0.5,2.5899,1.9082,28.7266,21.1653,22.5995,23.2818,22.9407,0.0114,36.765,438.77,421.72
2475,39.6,11.092,25.19,0.786,1.1,0.5,2.5913,1.9082,28.7428,21.1653,22.5985,23.2818,22.9402,0.0114,36.796,439.65,422.38
2478,39.648,11.092,25.19,0.786,1.1,0.5,2.5918,1.9082,28.7481,21.1653,22.5981,23.2818,22.94,0.0114,36.827,440.53,423.04
2481,39.696,11.092,25.19,0.786,1.1,0.5,2.5919,1.9082,28.7498,21.1653,22.598,23.2818,22.9399,0.0114,36.859,441.41,423.7
2484,39.744,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7503,21.1653,22.598,23.2818,22.9399,0.0114,36.89,442.29,424.36
2487,39.792,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7505,21.1653,22.598,23.2818,22.9399,0.0114,36.921,443.17,425.02
2490,39.84,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,36.953,444.05,425.68
2493,39.888,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,36.984,444.93,426.34
2496,39.936,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.015,445.81,427.01
2499,39.984,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.047,446.69,427.67
2502,40.032,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.078,447.57,428.33
2505,40.08,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.109,448.45,429.0
2508,40.128,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.141,449.33,429.66
2511,40.176,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.172,450.2,430.33
2514,40.224,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.204,451.08,430.99
2517,40.272,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.235,451.96,431.66
2520,40.32,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.266,452.83,432.33
2523,40.368,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.298,453.71,432.99
2526,40.416,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.329,454.59,433.66
2529,40.464,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.36,455.46,434.33
2532,40.512,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.392,456.34,435.0
2535,40.56,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.423,457.21,435.67
2538,40.608,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.454,458.08,436.34
2541,40.656,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.486,458.96,437.01
2544,40.704,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.517,459.83,437.68
2547,40.752,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.548,460.71,438.35
2550,40.8,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.58,461.58,439.02
2553,40.848,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.611,462.45,439.69
2556,40.896,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.642,463.32,440.36
2559,40.944,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.674,464.19,441.04
2562,40.992,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.705,465.07,441.71
2565,41.04,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.736,465.94,442.38
2568,41.088,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.768,466.81,443.06
2571,41.136,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.799,467.68,443.73
2574,41.184,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.83,468.55,444.41
2577,41.232,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.862,469.42,445.08
2580,41.28,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.893,470.29,445.76
2583,41.328,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.924,471.15,446.44
2586,41.376,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.956,472.02,447.11
2589,41.424,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,37.987,472.89,447.79
2592,41.472,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.019,473.76,448.47
2595,41.52,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.05,474.63,449.15
2598,41.568,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.081,475.49,449.83
2601,41.616,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.113,476.36,450.51
2604,41.664,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.144,477.22,451.19
2607,41.712,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.175,478.09,451.87
2610,41.76,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.207,478.96,452.55
2613,41.808,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.238,479.82,453.23
2616,41.856,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.269,480.69,453.91
2619,41.904,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.301,481.55,454.59
2622,41.952,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.332,482.41,455.27
2625,42.0,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.363,483.28,455.96
2628,42.048,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.395,484.14,456.64
